Review,label
Keeps skipping even with full 5G service. Pandora plays straight through on same signal with no problem so I know it's this app.,NEGATIVE
"Ads are out of control, an ad every 2 songs and sometimes it will play 2 30 sec ads in a row or play a 20 minute ad that i can't skip while I'm working",NEGATIVE
"I mean, some of the songs I wanna listen to are free on here that aren't on Spotify. I don't get why I can't have a single song on a playlist without having to shuffle through a bunch of others that were recommended to me. I can't even choose which one I gotta listen to. It's just shuffle until it plays. Honestly a horrible design in general.",NEGATIVE
Very good app for listenind every type of musicðŸ¤—ðŸ¤—,POSITIVE
Most reliable streaming app which brings my favorite songsðŸ”¥ðŸ”¥,POSITIVE
"Since the update Spotify won't play the next episode of a podcast, or the next song in an album or playlist. Instead, a random song plays and even after trying to go back to the playlist or podcast and physically tapping the next in queue, it plays another random song and keeps doing that until the 4th or 5th tap when it FINALLY selects the song...only to play another random song after. This is a ridiculous bug I'm paying for.",NEGATIVE
Best music app cause they keep it simple Some things are worth waiting for and I love you Music. Thanx 4 Sharing.,POSITIVE
I love this app here all song come out english urdu hindi punjabi everything i give 5 stars to this app,POSITIVE
well the advertisement between songs sucks but still I love this app the most heheh thankuuuu,POSITIVE
Keeps cutting off and doesn't show what's playing,NEGATIVE
Music when I need! On the go or just relaxing Spotify will meet any music demands! ðŸ‘ŠðŸ½ðŸ’¯ðŸ’¯,NEGATIVE
It's a good app for music lovers.,POSITIVE
Indeed No.1 music app in india no doubt with so many active users and so many cool features so yeah i personally would like to give them like 100 of stars but that no tpossible so yeah nice work Spotify staff team for maintaing the app so nicely ðŸ˜„,POSITIVE
Good app.. But why do it says uninterrupted music when there are actually interruptions while the music is played!!,NEGATIVE
Good it is just so limited without subscription,NEGATIVE
Pretty good music app i have many favorite songs i just hate that when i want to hear my favorite music it changes to other music i don't want to hear and that are not even in my liked section or stuff like that,NEGATIVE
Great place to listening music,POSITIVE
I love it. Wide spectrum of offerings.,POSITIVE
Always crashes. Worst app ever. Only have it because of Rogan,NEGATIVE
So far better than streaming MP3's on your phone so much better especially for all of us poor people in this covid time of time of breaking businesses so I guess everything is free now and that as well be because people are working so hard for no reason we might as well listen to something that's peaceful. But don't get me wrong we should still work. Only because we want to and we should do it just to help.,POSITIVE
Crashes whenever I try to add music to my playlist,NEGATIVE
"The ease, price point, and quality of the streaming service make this an excellent music application. A radio edit section or censored section would make it even easier to operate.",POSITIVE
I downloaded Spotify a couple of minutes ago and while using the app it kicked me out and I tried and tried but it's won't let me! I deleted it and right now I'm installing it back so hopefully it works! (I'll change my review when it works) Update: It works now! â€¹3,POSITIVE
"I really hate this app, i can't even listen to the music i like because you have to be premium, really don't recommend this and would prefer any othe music app",NEGATIVE
Some times u get an ad after 2 songs. Sometimes u get 20 mins of music before listening to an add. Was 5 stars but now 3 stars,NEGATIVE
I regret downloading this app. YouTube music is a lot better. I don't understand why I am listening to a song I'm not able to prepare fora song that I would like to play next. I have to scroll throuh My list of songs and then wait for the song to finish and then press the next song. YouTube music doesn't do this. Also I hate the exit button on this app. I have to go and manually press one of the symbols on the app for me to get out of a certain song instead of just pressing the back button,NEGATIVE
Love my music and to be able to play anywhere great deals with accounts for whole family,POSITIVE
"Its a music app that works well on PC or phones, and other then an ad every 30 minutes or so it's great.",POSITIVE
go to music app for almost 10 years,NEGATIVE
Thing i hate in old spotify im premium but my storage is full and i delete then i uninstall apps and i down load now but i can't restore purchase please fix it,NEGATIVE
I have been using this amazing app for 2 years now and I have no complaints.I have never used a better music app in my life.,POSITIVE
I usually listen to Spotify on PlayStation and like every other song it'll cut out so I'd have to either repeat the song or play the next one. Fix it please,NEGATIVE
I had to delete this bc it was playing songs that weren't on my playlist and I couldn't fix it,NEGATIVE
Tooooo much of ad.simply waste.pls avoid so many ads.,NEGATIVE
It's great has anything you might be interested in!!,POSITIVE
"Spotify in a nutshell: ""hey this person is genuinely enjoying this song/playlist & playing it often. Y'know what, let's hoard it away & put a bunch of ads in it so that if that person has depression or something worse & this song makes them happy, they can't listen to it! I mean, who cares what they want/do to themselves unless they're paying for premium! ðŸ˜€"" Music is power & you're taking that away with this bs. I'm giving this 4 stars since u don't respond to ur 1 star reviews. fix the system.",NEGATIVE
Idk what's wrong with this app .it's says no internet connection on the search page even tho I'm listening to music at the same time I can't search for any songs i could only play songs from my playlist.now I'm not even able to login my account .fix this asap,NEGATIVE
"It's not letting me access my liked songs and many other Playlists on my phone. However, it let's me access all of my Playlists on my Xbox.",NEGATIVE
"Easy UI, infinite range of podcasts and etc. I love Spotify",POSITIVE
